comment_id,author,comment_text,label
UgyGhj1PQoeq2gbrnKR4AaABAg,@sabardenhubrem722,"Mantap enak dan gurih,uletnya aja enak digoreng,keenakan jadi mabok,apa kurang banyak 😂😂😂",0
Ugy-lOpStq0LcWH8HLF4AaABAg,@Clekzferthosa,kang dede inoen cobak bikin rujak ikan heemm pasti enak,0
UgwtsdsvckUcyh8NuvV4AaABAg,@Stivaninia,"Gara2 aa Dede bb saya naik dr 58 jadi 67 kg
Lagi diet dulu gk mau nonton 😂😂😂",0
UgyGXUV3r79LujFiMut4AaABAg,@agushidayat4013,adem sari atau segar dingin a dede? wkwk,0
Ugx6jhARe9OrPB4ChH14AaABAg,@kaylapertiwi8367,Parah adem sari,0
Ugx-UtTryZI1dA_YTeN4AaABAg,@dikykurniawan138,bungkus adem sari.nya blm d buang😂,0
UgzBvnmxlG142hcRV0F4AaABAg,@KasriyahIyah,Eta bungkus adem sari di tincakan mih naon a dede😂,0
UgwD4VWYcL3v5GUsJcV4AaABAg,@DimasPrasetyo-g1i,Hadir,0
UgyVzth6-m852s9S5_h4AaABAg,@dimasadriano9627,Njir busa adem sari wkwk keliatan bungkusnya di injek 😂,0
UgyppglTn9H5mH2AmNd4AaABAg,@RuliSlebew,Pantas kupu kupu jarang terlihat😂,0
UgzQA-6HrJWWyKqHk2J4AaABAg,@penonton4260,"click bait nya parah.
jadi inget berita teknisi listrik minggu ini.
gara2 suka jahilil temen nya pas benerin listrik dan lampu.👻 (pura2 kesetrum)
akhir nya malah meninggal kesetrum beneran. ☠(awal nya di kira temen2 nya bohongan seperti biasa nya🙃)",0
UgxaYeJvwb8Y9OCJo6p4AaABAg,@silvinasalsabila6315,Bungkusnaa di tincakk😭😭😭,0
UgxvLPHL9NFjpr2YeEN4AaABAg,@anomali_78mlbb,adem sari?🧏,0
UgxMIUwcbBpLhNqwI8F4AaABAg,@nugrahaarya6862,kuat sieun kanyahoan a Dede kuat nincak helaa urut plastik adem sarina😂😂😂😂,0
Ugx3lOpuq2oTYf_cBNx4AaABAg,@anggahood2238,Yang pake tas merah lahap bener jir🗿🗿,0
UgycFnaBLxdSMkLtxPJ4AaABAg,@wisnukristianto9532,klo sikat gigi jng lupa kumur,0
UgwTWPI0wNyKH5hhPrN4AaABAg,@RiskaWati-p5o,😂😂😂😂,0
UgxS7_1iFkJMnYf14Nx4AaABAg,@juliansyahjuliansyah-ge5id,Ada bungkus adam sari nya😂😂😂,0
UgxgY_0VG08p0WAKugl4AaABAg,@FikriBonyok,kaciri eta urut adem sari na kang Dede inoen kurang rapih maen na a Dede 🤣🤣🤣,0
UgzUT8XZwjyNPd0jP614AaABAg,@Keii-uzuki,dimna ieu di ciamis?,0
UgyEcP-wv8UZU9sbutd4AaABAg,@MohrifkiRomadoni,Adem sarinya di injek anjir😂,0
UgwV7crK7uSSNcpRKdx4AaABAg,@verisusanti9901,"itu ulat pohon mete bukan kang , tapi kok di pohon pisang pas jadi kepompong nya🤔",0
UgyXw7zvxE9d8n6kV3N4AaABAg,@ilhambombersofficial2397,adem sari na katingali kitu😂😂,0
Ugy8DOEOKdDn80XUi654AaABAg,@RizkyProject-j1k,Di tmpatku 1 kg 60rb kang,0
UgzGwm4lWaYiYRCSQjZ4AaABAg,@khoerulaqil5896,Karoplok 😂😂😂,0
UgwVVjxqf_qT76Jn96V4AaABAg,@Candra-0696,A dede mlh jd kera sakti 🤣🤣🤣🤣,0
UgyBTX0TMZDGh_NHm9N4AaABAg,@Ahmadbagja-l9d,Adem sari haha,0
Ugz9O5CofmCJfso8p3x4AaABAg,@akusiva4491,Kang bikin masakan jengkol dong,0
UgxFQLnDld2a7ohuDSF4AaABAg,@Bagusaditiyaramadhan,9:06 Sebelah kiri jelek nyooooo,0
UgzqvLs8bulWvpTDoEx4AaABAg,@roamforevery1,hahhahhaahhah adem nyariiiii,0
Ugxaqg3ltebeQk6op4t4AaABAg,@Nurn-j8x,ademsari tincakk,0
UgzT7KXURy8HahOYMkx4AaABAg,@UbaidillahUbaidillah-r6b,Adem sari wkwkwkw,0
Ugzr1tIT_8KIRrMKhtd4AaABAg,@YogaPratama-bw5hm,19:17 aa dede bisa wae ngelawaknya kocak bner🗿😭😭,0
UgzIlfsGUOGU9EHI4N94AaABAg,@derii5787,Yg promo judol d block dong,0
UgzdNp_crCKSe9LeXJd4AaABAg,@agussupriyadi618,Adem sari 😂,0
Ugx0D75BWiJjEbysVVZ4AaABAg,@arbainsulaiman9413,Itu bungkusan adem sari nya knp di injek 😂,0
UgxpO2zZ8VVXuTYQqJh4AaABAg,@sherlingemoy6648,Dasar garelo,0
UgyJDikIXEiIDIzIFit4AaABAg,@AK47Mastery,ya ALLAH tatian anet,0
Ugx7UxxFQPdI1j9YaQ14AaABAg,@heriyahya629,😂😂😂,0
Ugzuf53uX04gGHDZaet4AaABAg,@heriyahya629,Anti skip-skip iklan 😁✌️,0
UgyjZg0JjXNQGb4uyAF4AaABAg,@chanel-iD14,Minum adem sari etaa. Addem sari na di liek ku kameramen 😂😂,0
Ugxyp6fI9xCkhLkWIOd4AaABAg,@dutabinomo,Kocak hahaha,0
UgwWHWSgNyAryv6T4xl4AaABAg,@AndikaScorpio-n3k,kok aya adem sari😂😂,0
Ugyewf70KSbTHNHg2Tx4AaABAg,@faskal0102,Dede Inoen ekspresinya sangat lucu saat keracunan auto jadi kera sakti😂,0
Ugw-2GVdvUt2Nsm9yxd4AaABAg,@AlifAlhakim-e9s,Adem sari kuat di tincak . Wkwk,0
Ugwp6sk03O4Kg0ztAcN4AaABAg,@mozeg8323,"Klo mata anda jeli, ini akibat adem sari😅😅 bungkus adem sarinya diinjek sama Dede inoen nya😅😅😅",0
UgyWuR1q6ZWIub4P7_J4AaABAg,@pirmanholian153,Adem sari cok,0
UgycjAfLyTYztF1O1_x4AaABAg,@pulitot,Tu adem sari keliatan bang,0
Ugz70pGilAu7DfpLywd4AaABAg,@lutpi6069,Kalo orang jawa mah gragass 😂,0
UgxKy05yBgkyKrg0cnZ4AaABAg,@SETIAWANWIWIT-t4q,A KE MAH NGAGORENG KULIT TILAS ANU DISEPITAN,0
Ugx0yL9hLBBs3HeOPwJ4AaABAg,@GILANG-x3o,Ncup kudu ngameramen deui pokonamah ahh teu hyang nyaho,0
UgwgLg8rINUEbjvPtyl4AaABAg,@GILANG-x3o,Ncup iraha ngameramen deui,0
Ugx-_gWaQtQcDPeDnyx4AaABAg,@GILANG-x3o,Ncup mana a,0
Ugz0vFd60rxC1loX4id4AaABAg,@GILANG-x3o,Masih bersama fans ncup jng Dede inoen yeuh ti Tasik hadir,0
UgzMC7WGBNZQDaq2gSR4AaABAg,@HABIBIYAH3,Itu mah boongan ada bekas sampah,0
Ugx1IW-59Wv9-2O8Eip4AaABAg,@MaskurCrj-p6i,Saha kagetin aing ma,0
UgwI1JyRui6CrlRpDjd4AaABAg,@gugungunawan-dd4xv,"Itu tmn nya gk solid makan dimuntahin depan kamera, seharusnya klo gk suka ya jgn makan, pergi ke belakang ataw gimn yg penting jgn sampai ke suting apalagi muntahin makanan yg jelas jadi bahan kontennya,, bukan nya bantu canel kang ineon tapi itu menjatuhkan ineon",0
UgyqGAVgmzoOVzu7bv14AaABAg,@misunsun9121,"Itu kepompong lagipuasa siang malam berdzikir mohon kepada ALLAH SWT,minta di jadiin kupu.malah ketemu kanibal😂mati deh",0
UgxdrjC--ZtMLti12aZ4AaABAg,@cucuyudi7321,Gagal adem sarina kapilem 🤣,0
UgyCr86Rpn_8kZcfIGR4AaABAg,@Hendardoang-c9j,Perhatiin di injan cangkang adem sari,0
UgybgZhgqgiCkD0tOHl4AaABAg,@Hendardoang-c9j,Adem sari  anjir,0
UgyhWv3it2NTISC-Qdp4AaABAg,@aceng332,adem sari tuh,0
UgwhvsZMwSrfVspQ6ox4AaABAg,@fenianggraeni9961,Wereu nyooooo 😂😂,0
UgxGJ21ytapiYumgOFR4AaABAg,@malwapati7773,Hadir kang Dede wah sedapnyo kepompong emas goreng,0
Ugzghr3XpHYGHCJ-4gZ4AaABAg,@dddchannel1253,Kameramena ganti nya mang dede sanes si ucup deui ??,0
UgzkZS7mTGDVg_D87EJ4AaABAg,@zaedmd7529,"Keseringan konten ngaco, jadi kebawa ngaco teruss A dede. Masa kepompong di sangka sodaraan sama kacang almond. Emang hiburan cuma ngaco, gak semua orang di Indonesia kn pinterr. Ada aja yg percaya",0
UgyPNndntzzskBuwfMZ4AaABAg,@TiadaharitanpaBONCOS,"Buat mancing bawal gacor itu a , kepompong nya",0
UgxrR6-YJS4CWihG0bN4AaABAg,@bagusagii9139,kenapa ketawa a... jadi gagal akting nya 😂😂😂,0
UgwedOPe6Urg0okEZPR4AaABAg,@killmieee,botroknyooo 🤮🤮🤮,0
Ugx8Qp-zg5fytwgNI4h4AaABAg,@Rajawali69,Ayan😂😂,0
UgzdBBRTNgyF7585eRd4AaABAg,@susiloputumbahcarik2138,Ak sering makan kepompong itu aman... Di bacem trus di goreng... Ajibbb😂😂,0
UgyKZt-QNtI-egqwZcN4AaABAg,@MolanMaret,Eta ademsari di tincak😂😂😂,0
UgzhAYRoEExy4AcXBVN4AaABAg,@cepcahyachanel,gareelooooooo,0
Ugyp4kZ07DBhxr7QOW94AaABAg,@YogiVebriyantoprimayana-rx6jg,Mantap sekali dan sehat selalu dede ineon,0
Ugwbc9wfzhK3p6QLeB94AaABAg,@donilonggarchanel,Larva,0
UgwNz-8c-3iVhD5clIF4AaABAg,@NurohKamilah,Hahahhaaa kreeen mang,0
UgyzHTIyRmYUTZTFWCF4AaABAg,@KangAsep-qe9cx,Rasana kumaha a😅,0
Ugxx2v7xZYooqO4gKxV4AaABAg,@Sonic46,Ingat Eintertain ya gess ya😂,0
UgxudRxHn_XW4Md6y8l4AaABAg,@septiantian171,😂😂,0
UgxhCixLZDQvVmH8lj14AaABAg,@Hilmannetoda,Kepongpong nyo....😅😅😅,0
UgwW6p5qUfHf8OBznw14AaABAg,@RieluViagam,Beh gurih lebah apa tuh,0
UgwiklYKCov0XghMXWZ4AaABAg,@Adirgc,hahaha ada2 aja makanan apapun disantap ama lort kita 😂,0
UgxpVDe3Vk86z19_7W54AaABAg,@SOBAT_SEHOBI,Semangat a itu bungkus adem sari kelihatan,0
Ugy_1sPRh54OxeGvBlJ4AaABAg,@fachryhasan7999,"Tong di becandaan mun keracunan mah, nanti keracunan beneran, suatu saat, mingkem dah",0
UgyhLlOcjDoJIadjMfh4AaABAg,@ArdianSyah-g3d,Itu ada bungkus adem sari😂,0
UgxsSruWzLk_xYVZWlF4AaABAg,@SyamsuFirmansyah,Lawak euy ngakak,0
Ugx6VdjzUeXd_FeYnnl4AaABAg,@ikhsanramdhany1720,Edan nyaiiii 🤣🤣🤣,0
Ugyqr2YFlTl0YFaVPXB4AaABAg,@benter-o2u,😂😂 itu susu,0
Ugx9Vqm4rvwBpZZ4gDN4AaABAg,@Subs-gg8zt,Nyembunyiin barang bukti weyy😂😂,0
UgyLx0JSgpzb9gM41YZ4AaABAg,@pamantiri,Ulah seri mang de 😂,0
UgwbkmOhoHMDSnQmyPp4AaABAg,@AihAkun-m7u,19:39 😂,0
UgyID-UT_W3uUgx_BY54AaABAg,@RendiRendi-u5y,Siga hileud kadongdong nya,0
Ugy-rT7PKXtfTgsVmHt4AaABAg,@PapaZola-h3w,nahan tawa emng susah mang wwkwkwkw,0
UgxXg96qAynjFamib5F4AaABAg,@julianferi778,Mending lu campur kecubung goreng deh😌,0
UgxJcpbnVfdFimu2ZNh4AaABAg,@cloudbread_24,Karunya euy nepi ka ngabusah kitu😢😢,0
Ugx3vUrU9j-Z-WqxdoB4AaABAg,@allecover,Kepompong daun jati bang lebih gurih,0
UgxJgCvzVsD2GbIn2594AaABAg,@tiktokvideo-qy1mz,wkwwk akting keren cok,0
UgyjtklbgLVLi3ZpQUh4AaABAg,@eLkenzz3355,😂😂😂😂😂,0
UgworKxSALGNabAJ5RN4AaABAg,@uwh4umh4ng15,Wuiihhh mantap tenannn iki,0
UgxJ9QdMw6yGCMuVoDV4AaABAg,@Filoterzett,Alhamdulillah,0
UgynUhNlVXYyjSbeB7N4AaABAg,@WawanNegara-f2f,"Subang jawa brt menyapa & sehat selalu orang"" BAIK❤❤",0
UgwVGBDoVrvDLwjwU7p4AaABAg,@rocket.chicken1,kameramen selalu selamat,0
UgxIQAZ-2y21Jqj717J4AaABAg,@zulfanzul7694,Cangkang adem sari kurang rapih🤣,0
UgwRVAt8ihNXs4-CRHN4AaABAg,@1990mkmkmjll,احلى شي. صوت الاذان الله اكبر 😊,0
UgxXY5eaePoZ2AaCq_x4AaABAg,@AyuDheatry,MANG SIENCUP KAMANA,0
UgxvFcpAKqqFvHZxMUV4AaABAg,@terialfie,kameramen yg selamat 😅😅😅,0
UgxlsXC1mPDa4EIhdJh4AaABAg,@SyafitriElly-k8x,Penutupan yangg mantap sekli😂😂😂😂,0
Ugy_n1MpjeHY5zKkLF14AaABAg,@nurhayatihendra5515,M... Mantap sekali😅😅😅,0
UgxGiLgqb5FqkLBCEHN4AaABAg,@a_g,Ayo bikin film pendek pasti banyak yg suka sma narasi nya,0
Ugz4mf2WMRcKKG5a2gJ4AaABAg,@ERikKURniawaN-sk7nq,Tanggung jawab bang kuota gw abis bang 😂 hahahaha😅😅 😂,0
UgwatnYRZReCcpsLcex4AaABAg,@DiLi_Pria-Solo,Keracunan ❌ Kesurupan ✅😂,0
UgwrY3U5afDKtjjBL8B4AaABAg,@playerjongson,Mantap yoo,0
Ugw9wrseiUQLri5Xrxl4AaABAg,@HjJadol,weureu nyooo,0
UgwWmtVyTxHZfNzYeud4AaABAg,@dheyXavier,tincak adem sarina sugan katingali 😂 18:26,0
UgzUzI-trx0XXHKI-7d4AaABAg,@MuhammadIkbal-h7i,Katanya edukasi tapi ending nya goblok,0
Ugz0ctALnd-nKr6ohKd4AaABAg,@SyafitriElly-k8x,Mntapp seklii😂,0
UgzQ-H7B5Cwl_fJe37Z4AaABAg,@rimba7654,Tutor sakarat eta teh a ? 😂😂,0
UgwntQq4vxWf4u32Hw54AaABAg,@iqbaljulian9847,bebeja ka satpam,0
Ugy2z5H2IZmrw7Bzxhl4AaABAg,@FeriDwiArdiansah,bungkus adem sari umpetin kang dede,0
UgyXaDGFbbtTNXFth7p4AaABAg,@muhammadzainalarifin475,Di kasih bon Cabe tambah mantap itu,0
UgzI7_NA3QIfwQMnhIp4AaABAg,@bayusubandoro8435,Tai,0
UgzbCuN4zHAzN4idJ3l4AaABAg,@Acbalapoficial,Enak itu aa dede,0
UgxnLVY5l9hYRm0M5Td4AaABAg,@GMPOfficial_Chanel,Adem sarinyooo 😂😂😂😂,0
UgzJM77pOG5HPqsqsRR4AaABAg,@MuhamadFarel09,Kunaon ari maneh,0
UgzrZ1nhr67j3zyeLKt4AaABAg,@KevinHerlambang-e8s,Enak nyooo,0
Ugy_CBsBP8WdCs1lCep4AaABAg,@dan_east,BANG UDAHH BANGG😂😭,0
Ugw5Knm7GoSAYPCLGnZ4AaABAg,@farid_fardiansyah,waduh mantap,0
Ugy28GZfLs2vrKGsgcF4AaABAg,@MuhammadFadil-nc5hb,Sukabumi hadir🥳,0
Ugz9qOXpHuItB7uV84J4AaABAg,@vixionold-vw3rd,Ademsari n aa katingali jadi ngakak kameramen oge🤣🤣🤣🤣,0
UgyWdpo7VfGVdbs5wb14AaABAg,@anjarwidodo,Sering nyobain d jawa tp yg musiman yg warna ijo,0
UgxIT7z182R10j7pEgR4AaABAg,@GyanfusenaArkatamaPangestu,Nunggu jadi kupu2 aja bang😂,0
UgyNYDqd7y3XzWdNWo14AaABAg,@aderusdia,A iraha ameung ka Majalengka 😁 Majalengka hadir a,0
UgxSNnBKcz2UF-BhOeJ4AaABAg,@tellocihui6394,Seandainya beneran pun ga ada yg percaya bang😂,0
UgxvD3T9j4o1Zs1aSBZ4AaABAg,@IpinUngu,Kurng natural g kaya pas makan ubi kaya real inimh keliatan bngt adem sariny😂,0
UgxUVcg4zNJsvThB8il4AaABAg,@AbiHusain-c1o,Siga papatong,0
UgwHoW-udBLKcgLgoUJ4AaABAg,@hah-t8y,harumnyo,0
Ugw7ET4uuuDVJn1Zj7V4AaABAg,@nisanisa9460,Mirip kacang almond 😂,0
UgyU0VJXNaTFXRiVdA54AaABAg,@WildanNiGank,Hahaha adem sari itu,0
UgxKWWYYhGR68srL-k94AaABAg,@88lumape80,mantaapp nyoooo ini,0
UgxeTGU4JoeQ8k9GxVl4AaABAg,@asmoro69,Entung/ungker/kepompong jambu mete di daerahku ada yang 1 kg 70 rib 30 rb..,0
UgysIZcLpNF7cbwoa1V4AaABAg,@SakilaAzzahra-s7v,Mampus sekalian Dede inoen.konten apa ajah yang di makan.kata Sunda namahnaon wae di Lebok konten teh,0
UgzVTpajl-CPMWgUZrd4AaABAg,@reygafrazzetya3198,Sokor,0
UgzrYwriUQ_ZhT6Z6Pd4AaABAg,@asmoro69,Wihhh guring iki,0
UgwoxODA5AoLV3lwRwF4AaABAg,@dikiardiansyah1199,Make adem sari anjig 😂🤣,0
Ugz9NHBBdBkrlnZAJB54AaABAg,@zulfahmi7,Puncak rante makanan .eta bener karacunan te😮,0
UgzgF6CIqWI_EoGjOs94AaABAg,@arjunfauzi8760,Itu Gimik atau asli 😂,0
UgyBRlRepJKHM-6ubZt4AaABAg,@golutvarena3625,"Awalnya percaya, tapi saat dede inoen ketawa semua gagal aktingnya😂😂😂",0
UgxcWiANA-5PjD9QAh94AaABAg,@muhammadfadli5692,Itu ulat sutra bukan ya lapisan kepompongnya Kya yg bsa buat kain sutra,0
UgwjKzIavZwnyKz2QZ54AaABAg,@andikasuni8112,Aaaaaaaa ini apa es 👣👣😅😅😅,0
Ugyy8FTssPTi5Gb2CQx4AaABAg,@hendrarusdianto4028,Mantap yoooo,0
UgxoaMOeJBfwr1XQWwp4AaABAg,@SamsulSelebeww-n2l,ari adem sari katincakk nyahh a dede matap lahhh,0
UgxgUnRVVRAiUN0IELZ4AaABAg,@Nurhasanah-kw6mi,Salut  ! Apapun yg di makan kang dede inoen slalu kliatan enak aha 👍😅,0
UgykAondT1VJkuTEYJB4AaABAg,@ultramilk4964,Baru tau Kepompong ada telornyo 😂😂😂,0
UgyaIZYV9aqtu4VCjCV4AaABAg,@ripkapratama7004,Kameramen masih selamat wkwkkskw😅,0
Ugy9e_Qkw5cpypoEQGV4AaABAg,@yohanhadi5029,"Enak gurih kepompong ini , aq jg pernah memakainya . Biasanya kepompong jenis ini ada dipohon alpukat dan kedondong.",0
Ugx_hBhpfBoAmcWbtLx4AaABAg,@asmchannel1505,Mantappp..,0
UgxMaIJFzb6UQH7fwXt4AaABAg,@widiblitar690,Gurihnyooo🤤🤤🤤,0
Ugw_-fUj1iKCy7D1kBl4AaABAg,@JejakStoriess,Hadir absen mang dede ❤,0
UgyRumXS4y3DIl6S_b94AaABAg,@HabibFadhilah-n4r,Mantepnyooooo,0
UgyQZUCq8-v4qm5zd2Z4AaABAg,@keseharianalja7523,Dede inon bikin ngkak😂😂,0
UgwPvwhzXi8p5cAPVs94AaABAg,@aXEL-c7z4w,"342,,,,
AnehnyoOo,,,,",0
UgzJbgnicudoOluTWkZ4AaABAg,@antokhancil8033,"kepompong jati lebih enak kang , tpi nunggu musim daun jati gugur",0
UgwGCNW9y1J5WomnwOx4AaABAg,@risoki8801,lagi keracunan ketawa ketiwi😂,0
UgyujzF29MpIfTSyTPl4AaABAg,@antokhancil8033,kepompong jati lebih enak kang,0
UgwrUNGMVkQk2gsOrN94AaABAg,@entitasofficial,Ngakak bjir😅,0
UgxKe-Uv3IkZa0mXEDt4AaABAg,@BrushBash,"hemmmm puyeng nyooooo, salam dari jogja kang dede",0
UgzrEiXXx-dhJf2q8AF4AaABAg,@Pancicopong,9:57 disada knh 🤣🤣🤣,0
UgwyBUHfe8beQm6ZQS54AaABAg,@IisRiyanti-cx3dv,Dede inoen mah kejang😂,0
UgwOMt-dnDHz8Ek9t-F4AaABAg,@egilenatheaa.,fenomena alam,0
Ugw2hWCzEY6FQk1w9C94AaABAg,@jaminapa7152,Semoga kang Dede selamat tidak terjadi apa apa🤲,0
Ugz71UJQiVMVY765U2t4AaABAg,@alfredokamaida7588,mantap bang dede adem sarinya di injak hbis tu lngsng di singkirkn barang bukti ngakak 😅😅😅,0
UgyugHxYFTVw5Sw9QRV4AaABAg,@Juli-jj2xz,hahaha pake adem sari bungkusannya di injek trus di geser,0
Ugzj6zkKTrAJSgfGBZp4AaABAg,@RR22-u5p,Harusnya mati dong biar keren,0
UgxyMNbbAT88-FJLChF4AaABAg,@Dzulumat08,gondrong nyooo,0
Ugz5jQAFa0x--pwN4Wp4AaABAg,@Fahmiabdlaziz,Hadir a dede penonton setia,0
UgzMXMvBShzAZmAYHL94AaABAg,@MAPIATIKTOK123,Anying dahar kepompong indang congcorang,0
UgzIs_tI2on3Q5XcYsB4AaABAg,@bluearmytimur,Suka yang mnit terkahirnya ada dagelanya😂,0
Ugz6CYy7G6Ntq3iXpA94AaABAg,@abdieadjha1278,Ajiggg gkgkgk cangkang adem sari na di tincak 🤣🤣🤣,0
UgzxU2LJUjgU_E5FPt54AaABAg,@BangBung-pc8kd,Sayang banget kasian padahal klo udh jadi kupu2 kan bagus bisa ngebantu penyerbukan bunga juga 🥺,0
UgxU8ea4e_E5GihLGJR4AaABAg,@gagamusang,Ekting ny anjir ahahah,0
UgzZpU2eQHU2a2alcRd4AaABAg,@kimzepri,"sampurasun akang dede sehat terus salawasna sakeluarga


cianjur warung kondang hadir",0
Ugwsgg2yabflsI3pQet4AaABAg,@Masadefauzi,"Request anu teu acan aya di konten atuh kang,,,nya eta mukbang tikus goreng saos sambel manis,,,ngeunah pokokna kang 🤤🤤🤤",0
UgzhLM_TZsSzyyp2gW54AaABAg,@KODOKGORENGCRISPY,Itumah extrajos di taburin di mulut😂,0
UgwkSrZCSssl8GkhkMV4AaABAg,@BikdiNestapa,Bungkus adem sari na di tincak 🤣,0
UgyaK7SGS3jGDDaj4I94AaABAg,@RakyatBiasa61,Mudah mudahan terkabulkan,0
UgzraCwrToY1348Ky5R4AaABAg,@sahruleka26,"a dede ntos nikah acn, mun tos nikah colab sareng istri",0
UgwqogztHF2sIXh_caZ4AaABAg,@AhmadAf48,Kepompong nyohhh,0
Ugx4-wqDNUL30-e8WBl4AaABAg,@hasimas6131,hehe seprit,0
UgwgP8hoPDSJeqMHHft4AaABAg,@RiskiHayuningtyas,Pernah makan pompong jati biduran sampe GK sadarkan diri bang😅,0
UgzB8Sr-gJn98rQEXpZ4AaABAg,@yovanoktaviandri,Ngk slh LG NI ORANG BNAR² PUNCAK RANTAI MAKANAN😄😄😄,0
Ugx-aXKOpvBIHGrZE7x4AaABAg,@KamuOp-n6u,18:24 kok diinjek bang bungkus ijo tu apa wkwk adem sari kah ?,0
UgzFnC3QPoNQcYP6X714AaABAg,@bas_rohman,Beneran apa akting😂😂😂,0
UgxpLwJuZMfUBEojoQt4AaABAg,@MadaBarada,adem sari anyinh,0
UgxPBuEl9DMuZtAqDEt4AaABAg,@Indonesian-k4c,Itu kalau ditempatku namanya ENTONG JATI satu kaleng susu dihargai 45 rb😮,0
UgwvrTceISGQ8RodOAl4AaABAg,@IdarAnakm,Di luar perdiksi bmkg ini mah,0
UgwBDDy5cFZefnyVxZd4AaABAg,@Ballpoll8-vi2us,Siapa yang nonton video ini di tahun 2027,0
Ugx_3RsSsydnWN2c4Qd4AaABAg,@maulan45,Hahaha lucu sekali asli anu hiji kagugu hayang seri mabok jasjus 🤭,0
UgxfYMiI1nBVWrB_Jph4AaABAg,@Buletinhistory,"Aya wae gebrakana a dede mh 😂
🤟",0
UgzX2kH2PXsEKRf77UJ4AaABAg,@IKROM_MDR,Pantas aku sekarang jarang lihat kupu kupu 😭,0
UgzAPno69s0djca-IrJ4AaABAg,@Abep19933,Biar tambah rame youtub nya😅😅,0
UgyRJgS6bivmPfUWlgZ4AaABAg,@Abep19933,😄😄😄😄,0
Ugy4btFLUgG2x5OIjEF4AaABAg,@CepotImael,Mntap a gurih nyoh,0
UgwnLPKaiVPI1qE4b754AaABAg,@Abep19933,Bagi2 rejeki dong AA dede,0
UgzXyJNXTarJKcW6W5F4AaABAg,@masindah7844,R.I.P,0
UgzYaKjyFZ_x_PuLxDV4AaABAg,@NEMO-CRZ,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
Ugy596QGN_7BL9uuqIt4AaABAg,@rayfadill8466,Struk inoen mah😂,0
UgwlNjq2UaOK56QEYIN4AaABAg,@lin4107,Malaysia hadir mantap sekali..🎉🎉🎉🎉❤❤❤,0
UgxMy5VaVCMMlYCKYcZ4AaABAg,@batutu76,enak banget itu makanan favorit saya😅,0
Ugzy2BYgGf1X0wpMw6p4AaABAg,@FERI_121,Raos mang de,0
UgyjfTk0HKx93Onglit4AaABAg,@addeibnu6253,Amin,0
UgyQV_XdN--dz0WPSNB4AaABAg,@swordGOODS,Bg dede inoen coba ngieun cobra krispi 😊😂😅,0
UgxqRtG8ypv4mlHVqQ14AaABAg,@MuhammadNofal-x1q,Jawa hadir,0
Ugx__HSkMB8uOr3duWh4AaABAg,@RZGN29,Duh adem sarina katincak😂,0
Ugz5WwgFu7cVu-Hutv54AaABAg,@BilkisPutri-e7s,Kriuk nyooo,0
UgzRWdre4duqeobym3h4AaABAg,@farisluthfinaufalmajid8582,Mantabb yo,0
UgweimZboxvYM0e2L254AaABAg,@bustanpaijulihsan,gila ih mam kepongpong mah a dede inoen abi mah mam kepongpong meren alergi bakal aratel kade ah teu kengeng seer teuing mam kepongpong bisi ka racunan,0
UgwJDd0apuZ3-GIPKKt4AaABAg,@iqbalv46,anzing make adem sari😂,0
Ugw2PWO3hFOKrLuGX6R4AaABAg,@Aya-ck6jy,Keluargaku suka bgt ini kecuali aku wkwkwk klo lg musim mahal bgt sekilo. Tp kalo alergi gatel2,0
UgwBc6jOWgfX-JeZ0jJ4AaABAg,@EgaPriyansia,AA mitosnya kepong pong itu sering ada batu merah delimanya di dalamnya,0
UgzJzh8RPeCISC2uqH54AaABAg,@jainal6272,"Apakah cuman saya ngak ngak ketipu, logika saat kepompong nya uda mau habis baru keracunan trus 1 deting kamera menyorot yg lain ikutan keracunan, bisa di simpulkan cuman  ekting,semangat bang sebaiknya jangan terlalu banyak di makan karna banyak parasit",0
UgxKoLgESwBCViifsWF4AaABAg,@banaraendra8658,Hadirr,0
Ugwh6rD8u1CJZtGDyNB4AaABAg,@b2tube-p9y,😂 kacau boro enya reuwas..ari pek nge frank..sehat selalu kang dede..,0
UgwFPzGnDnd9aNMMqBt4AaABAg,@RaisnitaAlfianti,Hadir bang😊,0
UgzpBrR9hkFulJsjPZV4AaABAg,@Ghezaldi1569,Sebel nyohhh😂,0
UgzBB4nxPhBYAE0bxet4AaABAg,@WildanIdan-jl4en,Puncak Rantai makanan mah emang bener nya  sadayana di tuang ku a Dede mah mantap👍👍👍👍,0
UgxBxx6oRgqBgZ_xYD54AaABAg,@iwanridwan8385,Sumedang hadir,0
UgyTIhVGUcoNf-0gY2l4AaABAg,@akusapa8726,Mantap lord,0
UgwhgeA-eVYAcXO7Ret4AaABAg,@agpanurwahid9741,Edannn😂,0
Ugy_4ZDaiTMJrmxCAcZ4AaABAg,@marcmarques93,sedapnyo😅😅🤤🤤,0
UgyISaLxE5OSNe_mgFF4AaABAg,@CKG4M1NG,Masih fresh nih kang dede,0
UgwjEilWAJW9pvtoC4x4AaABAg,@sangpenjalaikan,Hadir juga.. mantap 👍👍👍😊,0
UgzLK4bDJuaK0_aRlMN4AaABAg,@jeengaming4426,Abi ningali adem sari mang😂,0
